"Tabela 5457 - Área plantada ou destinada à colheita, área colhida, quantidade produzida, rendimento médio e valor da produção das lavouras temporárias e permanentes"
"Unidade da Federação";"Ano";"Produto das lavouras temporárias e permanentes";"Variável"
"Unidade da Federação";"Ano";"Produto das lavouras temporárias e permanentes";"Quantidade produzida (Toneladas)";"Valor da produção (Mil Reais)"
"Tocantins";"2011";"Maracujá";"850";"738"
"Tocantins";"2011";"Marmelo";"-";"-"
"Tocantins";"2011";"Melancia";"90580";"38264"
"Tocantins";"2011";"Melão";"1280";"1772"
"Tocantins";"2011";"Milho (em grão)";"312213";"155044"
"Tocantins";"2011";"Noz (fruto seco)";"-";"-"
"Tocantins";"2011";"Palmito";"-";"-"
"Tocantins";"2011";"Pera";"-";"-"
"Tocantins";"2011";"Pêssego";"-";"-"
"Tocantins";"2011";"Pimenta-do-reino";"-";"-"
"Tocantins";"2011";"Rami (fibra)";"-";"-"
"Tocantins";"2011";"Sisal ou agave (fibra)";"-";"-"
"Tocantins";"2011";"Soja (em grão)";"1193453";"807180"
"Tocantins";"2011";"Sorgo (em grão)";"16066";"4866"
"Tocantins";"2011";"Tangerina";"245";"206"
"Tocantins";"2011";"Tomate";"-";"-"
"Tocantins";"2011";"Trigo (em grão)";"-";"-"
"Tocantins";"2011";"Triticale (em grão)";"-";"-"
"Tocantins";"2011";"Tungue (fruto seco)";"-";"-"
"Tocantins";"2011";"Urucum (semente)";"-";"-"
"Tocantins";"2011";"Uva";"-";"-"
"Tocantins";"2012";"Abacate";"-";"-"
"Tocantins";"2012";"Abacaxi*";"34270";"34826"
"Tocantins";"2012";"Açaí";"...";"..."
"Tocantins";"2012";"Alfafa fenada";"...";"..."
"Tocantins";"2012";"Algodão arbóreo (em caroço)";"-";"-"
"Tocantins";"2012";"Algodão herbáceo (em caroço)";"22318";"31245"
"Tocantins";"2012";"Alho";"-";"-"
"Tocantins";"2012";"Amendoim (em casca)";"9688";"11009"
"Tocantins";"2012";"Arroz (em casca)";"348241";"194578"
"Tocantins";"2012";"Aveia (em grão)";"-";"-"
"Tocantins";"2012";"Azeitona";"-";"-"
"Tocantins";"2012";"Banana (cacho)";"26065";"18188"
"Tocantins";"2012";"Batata-doce";"-";"-"
"Tocantins";"2012";"Batata-inglesa";"-";"-"
"Tocantins";"2012";"Borracha (látex coagulado)";"2525";"3788"
"Tocantins";"2012";"Borracha (látex líquido)";"...";"..."
"Tocantins";"2012";"Cacau (em amêndoa)";"-";"-"
"Tocantins";"2012";"Café (em grão) Total";"-";"-"
"Tocantins";"2012";"Café (em grão) Arábica";"-";"-"
"Tocantins";"2012";"Café (em grão) Canephora";"-";"-"
"Tocantins";"2012";"Caju";"...";"..."
"Tocantins";"2012";"Cana-de-açúcar";"1859109";"137551"
"Tocantins";"2012";"Cana para forragem";"...";"..."
"Tocantins";"2012";"Caqui";"-";"-"
"Tocantins";"2012";"Castanha de caju";"605";"780"
"Tocantins";"2012";"Cebola";"-";"-"
"Tocantins";"2012";"Centeio (em grão)";"-";"-"
"Tocantins";"2012";"Cevada (em grão)";"-";"-"
"Tocantins";"2012";"Chá-da-índia (folha verde)";"-";"-"
"Tocantins";"2012";"Coco-da-baía*";"11950";"7450"
"Tocantins";"2012";"Dendê (cacho de coco)";"-";"-"
"Tocantins";"2012";"Erva-mate (folha verde)";"-";"-"
"Tocantins";"2012";"Ervilha (em grão)";"-";"-"
"Tocantins";"2012";"Fava (em grão)";"-";"-"
"Tocantins";"2012";"Feijão (em grão)";"32784";"58654"
"Tocantins";"2012";"Figo";"-";"-"
"Tocantins";"2012";"Fumo (em folha)";"-";"-"
"Tocantins";"2012";"Girassol (em grão)";"-";"-"
"Tocantins";"2012";"Goiaba";"-";"-"
"Tocantins";"2012";"Guaraná (semente)";"-";"-"
"Tocantins";"2012";"Juta (fibra)";"-";"-"
"Tocantins";"2012";"Laranja";"1951";"840"
"Tocantins";"2012";"Limão";"75";"38"
"Tocantins";"2012";"Linho (semente)";"-";"-"
"Tocantins";"2012";"Maçã";"-";"-"
"Tocantins";"2012";"Malva (fibra)";"-";"-"
"Tocantins";"2012";"Mamão";"273";"219"
"Tocantins";"2012";"Mamona (baga)";"-";"-"
"Tocantins";"2012";"Mandioca";"281728";"40325"
"Tocantins";"2012";"Manga";"1087";"831"
"Tocantins";"2012";"Maracujá";"815";"671"
"Tocantins";"2012";"Marmelo";"-";"-"
"Tocantins";"2012";"Melancia";"96339";"35945"
"Tocantins";"2012";"Melão";"1134";"732"
"Tocantins";"2012";"Milho (em grão)";"370940";"163491"
"Tocantins";"2012";"Noz (fruto seco)";"-";"-"
"Tocantins";"2012";"Palmito";"-";"-"
"Tocantins";"2012";"Pera";"-";"-"
"Tocantins";"2012";"Pêssego";"-";"-"
"Tocantins";"2012";"Pimenta-do-reino";"-";"-"
"Tocantins";"2012";"Rami (fibra)";"-";"-"
"Tocantins";"2012";"Sisal ou agave (fibra)";"-";"-"
"Tocantins";"2012";"Soja (em grão)";"1276928";"969249"
"Tocantins";"2012";"Sorgo (em grão)";"30126";"8788"
"Tocantins";"2012";"Tangerina";"195";"176"
"Tocantins";"2012";"Tomate";"-";"-"
"Tocantins";"2012";"Trigo (em grão)";"-";"-"
"Tocantins";"2012";"Triticale (em grão)";"-";"-"
"Tocantins";"2012";"Tungue (fruto seco)";"-";"-"
"Tocantins";"2012";"Urucum (semente)";"-";"-"
"Tocantins";"2012";"Uva";"-";"-"
"Tocantins";"2013";"Abacate";"-";"-"
"Tocantins";"2013";"Abacaxi*";"41503";"41338"
"Tocantins";"2013";"Açaí";"...";"..."
"Tocantins";"2013";"Alfafa fenada";"...";"..."
"Tocantins";"2013";"Algodão arbóreo (em caroço)";"-";"-"
"Tocantins";"2013";"Algodão herbáceo (em caroço)";"15242";"21339"
"Tocantins";"2013";"Alho";"-";"-"
"Tocantins";"2013";"Amendoim (em casca)";"5984";"6776"
"Tocantins";"2013";"Arroz (em casca)";"489577";"321030"
"Tocantins";"2013";"Aveia (em grão)";"-";"-"
"Tocantins";"2013";"Azeitona";"-";"-"
"Tocantins";"2013";"Banana (cacho)";"29356";"23795"
"Tocantins";"2013";"Batata-doce";"-";"-"
"Tocantins";"2013";"Batata-inglesa";"-";"-"
"Tocantins";"2013";"Borracha (látex coagulado)";"687";"1046"
"Tocantins";"2013";"Borracha (látex líquido)";"...";"..."
"Tocantins";"2013";"Cacau (em amêndoa)";"-";"-"
"Tocantins";"2013";"Café (em grão) Total";"-";"-"
"Tocantins";"2013";"Café (em grão) Arábica";"-";"-"
"Tocantins";"2013";"Café (em grão) Canephora";"-";"-"
"Tocantins";"2013";"Caju";"...";"..."
"Tocantins";"2013";"Cana-de-açúcar";"2074454";"201051"
"Tocantins";"2013";"Cana para forragem";"...";"..."
"Tocantins";"2013";"Caqui";"-";"-"
"Tocantins";"2013";"Castanha de caju";"643";"715"
"Tocantins";"2013";"Cebola";"-";"-"
"Tocantins";"2013";"Centeio (em grão)";"-";"-"
"Tocantins";"2013";"Cevada (em grão)";"-";"-"
"Tocantins";"2013";"Chá-da-índia (folha verde)";"-";"-"
"Tocantins";"2013";"Coco-da-baía*";"9144";"5251"
"Tocantins";"2013";"Dendê (cacho de coco)";"-";"-"
"Tocantins";"2013";"Erva-mate (folha verde)";"-";"-"
"Tocantins";"2013";"Ervilha (em grão)";"-";"-"
"Tocantins";"2013";"Fava (em grão)";"-";"-"
"Tocantins";"2013";"Feijão (em grão)";"17948";"39557"
"Tocantins";"2013";"Figo";"-";"-"
"Tocantins";"2013";"Fumo (em folha)";"-";"-"
"Tocantins";"2013";"Girassol (em grão)";"-";"-"
"Tocantins";"2013";"Goiaba";"-";"-"
"Tocantins";"2013";"Guaraná (semente)";"-";"-"
"Tocantins";"2013";"Juta (fibra)";"-";"-"
"Tocantins";"2013";"Laranja";"1986";"780"
"Tocantins";"2013";"Limão";"358";"185"
"Tocantins";"2013";"Linho (semente)";"-";"-"
"Tocantins";"2013";"Maçã";"-";"-"
"Tocantins";"2013";"Malva (fibra)";"-";"-"
"Tocantins";"2013";"Mamão";"253";"152"
"Tocantins";"2013";"Mamona (baga)";"-";"-"
"Tocantins";"2013";"Mandioca";"244312";"40797"
"Tocantins";"2013";"Manga";"520";"443"
"Tocantins";"2013";"Maracujá";"913";"742"
"Tocantins";"2013";"Marmelo";"-";"-"
"Tocantins";"2013";"Melancia";"199237";"98510"
"Tocantins";"2013";"Melão";"792";"543"
"Tocantins";"2013";"Milho (em grão)";"350669";"134243"
"Tocantins";"2013";"Noz (fruto seco)";"-";"-"
"Tocantins";"2013";"Palmito";"-";"-"
"Tocantins";"2013";"Pera";"-";"-"
"Tocantins";"2013";"Pêssego";"-";"-"
"Tocantins";"2013";"Pimenta-do-reino";"-";"-"
"Tocantins";"2013";"Rami (fibra)";"-";"-"
"Tocantins";"2013";"Sisal ou agave (fibra)";"-";"-"
"Tocantins";"2013";"Soja (em grão)";"1557939";"1203175"
"Tocantins";"2013";"Sorgo (em grão)";"15575";"5430"
"Tocantins";"2013";"Tangerina";"187";"192"
"Tocantins";"2013";"Tomate";"-";"-"
"Tocantins";"2013";"Trigo (em grão)";"-";"-"
"Tocantins";"2013";"Triticale (em grão)";"-";"-"
"Tocantins";"2013";"Tungue (fruto seco)";"-";"-"
"Tocantins";"2013";"Urucum (semente)";"-";"-"
"Tocantins";"2013";"Uva";"-";"-"
"Tocantins";"2014";"Abacate";"-";"-"
"Tocantins";"2014";"Abacaxi*";"16266";"19786"
"Tocantins";"2014";"Açaí";"...";"..."
"Tocantins";"2014";"Alfafa fenada";"...";"..."
"Tocantins";"2014";"Algodão arbóreo (em caroço)";"-";"-"
"Tocantins";"2014";"Algodão herbáceo (em caroço)";"18556";"47413"
"Tocantins";"2014";"Alho";"-";"-"
"Tocantins";"2014";"Amendoim (em casca)";"1446";"1726"
"Tocantins";"2014";"Arroz (em casca)";"511035";"333294"
"Tocantins";"2014";"Aveia (em grão)";"-";"-"
"Tocantins";"2014";"Azeitona";"-";"-"
"Tocantins";"2014";"Banana (cacho)";"27412";"22616"
"Tocantins";"2014";"Batata-doce";"-";"-"
"Tocantins";"2014";"Batata-inglesa";"-";"-"
"Tocantins";"2014";"Borracha (látex coagulado)";"173";"381"
"Tocantins";"2014";"Borracha (látex líquido)";"...";"..."
"Tocantins";"2014";"Cacau (em amêndoa)";"-";"-"
"Tocantins";"2014";"Café (em grão) Total";"-";"-"
"Tocantins";"2014";"Café (em grão) Arábica";"-";"-"
"Tocantins";"2014";"Café (em grão) Canephora";"-";"-"
"Tocantins";"2014";"Caju";"...";"..."
"Tocantins";"2014";"Cana-de-açúcar";"2805957";"153285"
"Tocantins";"2014";"Cana para forragem";"...";"..."
"Tocantins";"2014";"Caqui";"-";"-"
"Tocantins";"2014";"Castanha de caju";"-";"-"
"Tocantins";"2014";"Cebola";"-";"-"
"Tocantins";"2014";"Centeio (em grão)";"-";"-"
"Tocantins";"2014";"Cevada (em grão)";"-";"-"
"Tocantins";"2014";"Chá-da-índia (folha verde)";"-";"-"
"Tocantins";"2014";"Coco-da-baía*";"9311";"4942"
"Tocantins";"2014";"Dendê (cacho de coco)";"-";"-"
"Tocantins";"2014";"Erva-mate (folha verde)";"-";"-"
"Tocantins";"2014";"Ervilha (em grão)";"-";"-"
"Tocantins";"2014";"Fava (em grão)";"-";"-"
"Tocantins";"2014";"Feijão (em grão)";"12418";"24147"
"Tocantins";"2014";"Figo";"-";"-"
"Tocantins";"2014";"Fumo (em folha)";"-";"-"
"Tocantins";"2014";"Girassol (em grão)";"-";"-"
"Tocantins";"2014";"Goiaba";"-";"-"
"Tocantins";"2014";"Guaraná (semente)";"-";"-"
"Tocantins";"2014";"Juta (fibra)";"-";"-"
"Tocantins";"2014";"Laranja";"1714";"849"
"Tocantins";"2014";"Limão";"167";"96"
"Tocantins";"2014";"Linho (semente)";"-";"-"
"Tocantins";"2014";"Maçã";"-";"-"
"Tocantins";"2014";"Malva (fibra)";"-";"-"
"Tocantins";"2014";"Mamão";"166";"148"
"Tocantins";"2014";"Mamona (baga)";"-";"-"
"Tocantins";"2014";"Mandioca";"220232";"42343"
"Tocantins";"2014";"Manga";"390";"216"
"Tocantins";"2014";"Maracujá";"551";"492"
"Tocantins";"2014";"Marmelo";"-";"-"
"Tocantins";"2014";"Melancia";"186053";"119431"
"Tocantins";"2014";"Melão";"700";"637"
"Tocantins";"2014";"Milho (em grão)";"452126";"196558"
"Tocantins";"2014";"Noz (fruto seco)";"-";"-"
"Tocantins";"2014";"Palmito";"-";"-"
"Tocantins";"2014";"Pera";"-";"-"
"Tocantins";"2014";"Pêssego";"-";"-"
"Tocantins";"2014";"Pimenta-do-reino";"-";"-"
"Tocantins";"2014";"Rami (fibra)";"-";"-"
"Tocantins";"2014";"Sisal ou agave (fibra)";"-";"-"
"Tocantins";"2014";"Soja (em grão)";"2094100";"1951334"
"Tocantins";"2014";"Sorgo (em grão)";"17002";"6758"
"Tocantins";"2014";"Tangerina";"167";"123"
"Tocantins";"2014";"Tomate";"-";"-"
"Tocantins";"2014";"Trigo (em grão)";"-";"-"
"Tocantins";"2014";"Triticale (em grão)";"-";"-"
"Tocantins";"2014";"Tungue (fruto seco)";"-";"-"
"Tocantins";"2014";"Urucum (semente)";"-";"-"
"Tocantins";"2014";"Uva";"-";"-"
"Tocantins";"2015";"Abacate";"-";"-"
"Tocantins";"2015";"Abacaxi*";"56850";"68699"
"Tocantins";"2015";"Açaí";"-";"-"
"Tocantins";"2015";"Alfafa fenada";"...";"..."
"Tocantins";"2015";"Algodão arbóreo (em caroço)";"-";"-"
"Tocantins";"2015";"Algodão herbáceo (em caroço)";"12903";"18489"
"Tocantins";"2015";"Alho";"-";"-"
"Tocantins";"2015";"Amendoim (em casca)";"8932";"8567"
"Tocantins";"2015";"Arroz (em casca)";"621216";"432981"
"Tocantins";"2015";"Aveia (em grão)";"-";"-"
"Tocantins";"2015";"Azeitona";"-";"-"
"Tocantins";"2015";"Banana (cacho)";"30876";"29101"
"Tocantins";"2015";"Batata-doce";"8";"11"
"Tocantins";"2015";"Batata-inglesa";"-";"-"
"Tocantins";"2015";"Borracha (látex coagulado)";"980";"1666"
"Tocantins";"2015";"Borracha (látex líquido)";"...";"..."
"Tocantins";"2015";"Cacau (em amêndoa)";"-";"-"
"Tocantins";"2015";"Café (em grão) Total";"-";"-"
"Tocantins";"2015";"Café (em grão) Arábica";"-";"-"
"Tocantins";"2015";"Café (em grão) Canephora";"-";"-"
"Tocantins";"2015";"Caju";"...";"..."
"Tocantins";"2015";"Cana-de-açúcar";"2855536";"162161"
"Tocantins";"2015";"Cana para forragem";"...";"..."
"Tocantins";"2015";"Caqui";"-";"-"
"Tocantins";"2015";"Castanha de caju";"-";"-"
"Tocantins";"2015";"Cebola";"-";"-"
"Tocantins";"2015";"Centeio (em grão)";"-";"-"
"Tocantins";"2015";"Cevada (em grão)";"-";"-"
"Tocantins";"2015";"Chá-da-índia (folha verde)";"-";"-"
"Tocantins";"2015";"Coco-da-baía*";"9147";"7381"
"Tocantins";"2015";"Dendê (cacho de coco)";"-";"-"
"Tocantins";"2015";"Erva-mate (folha verde)";"-";"-"
"Tocantins";"2015";"Ervilha (em grão)";"-";"-"
"Tocantins";"2015";"Fava (em grão)";"-";"-"
"Tocantins";"2015";"Feijão (em grão)";"7651";"17748"
"Tocantins";"2015";"Figo";"-";"-"
"Tocantins";"2015";"Fumo (em folha)";"-";"-"
"Tocantins";"2015";"Girassol (em grão)";"-";"-"
"Tocantins";"2015";"Goiaba";"-";"-"
"Tocantins";"2015";"Guaraná (semente)";"-";"-"
"Tocantins";"2015";"Juta (fibra)";"-";"-"
"Tocantins";"2015";"Laranja";"1803";"945"
"Tocantins";"2015";"Limão";"169";"91"
"Tocantins";"2015";"Linho (semente)";"-";"-"
"Tocantins";"2015";"Maçã";"-";"-"
"Tocantins";"2015";"Malva (fibra)";"-";"-"
"Tocantins";"2015";"Mamão";"353";"295"
"Tocantins";"2015";"Mamona (baga)";"-";"-"
"Tocantins";"2015";"Mandioca";"260194";"48938"
"Tocantins";"2015";"Manga";"320";"160"
"Tocantins";"2015";"Maracujá";"555";"500"
"Tocantins";"2015";"Marmelo";"-";"-"
"Tocantins";"2015";"Melancia";"196651";"98602"
"Tocantins";"2015";"Melão";"624";"468"
"Tocantins";"2015";"Milho (em grão)";"639736";"285630"
"Tocantins";"2015";"Noz (fruto seco)";"-";"-"
"Tocantins";"2015";"Palmito";"-";"-"
"Tocantins";"2015";"Pera";"-";"-"
"Tocantins";"2015";"Pêssego";"-";"-"
"Tocantins";"2015";"Pimenta-do-reino";"-";"-"
"Tocantins";"2015";"Rami (fibra)";"-";"-"
"Tocantins";"2015";"Sisal ou agave (fibra)";"-";"-"
"Tocantins";"2015";"Soja (em grão)";"2418367";"2001281"
"Tocantins";"2015";"Sorgo (em grão)";"28170";"9122"
"Tocantins";"2015";"Tangerina";"25";"21"
"Tocantins";"2015";"Tomate";"-";"-"
"Tocantins";"2015";"Trigo (em grão)";"-";"-"
"Tocantins";"2015";"Triticale (em grão)";"-";"-"
"Tocantins";"2015";"Tungue (fruto seco)";"-";"-"
"Tocantins";"2015";"Urucum (semente)";"-";"-"
"Tocantins";"2015";"Uva";"-";"-"
"Tocantins";"2016";"Abacate";"-";"-"
"Tocantins";"2016";"Abacaxi*";"64424";"94981"
"Tocantins";"2016";"Açaí";"-";"-"
"Tocantins";"2016";"Alfafa fenada";"...";"..."
"Tocantins";"2016";"Algodão arbóreo (em caroço)";"-";"-"
"Tocantins";"2016";"Algodão herbáceo (em caroço)";"7276";"6692"
"Tocantins";"2016";"Alho";"-";"-"
"Tocantins";"2016";"Amendoim (em casca)";"1867";"1759"
"Tocantins";"2016";"Arroz (em casca)";"529175";"517447"
"Tocantins";"2016";"Aveia (em grão)";"-";"-"
"Tocantins";"2016";"Azeitona";"-";"-"
"Tocantins";"2016";"Banana (cacho)";"32314";"45393"
"Tocantins";"2016";"Batata-doce";"-";"-"
"Tocantins";"2016";"Batata-inglesa";"-";"-"
"Tocantins";"2016";"Borracha (látex coagulado)";"1760";"4059"
"Tocantins";"2016";"Borracha (látex líquido)";"...";"..."
"Tocantins";"2016";"Cacau (em amêndoa)";"-";"-"
"Tocantins";"2016";"Café (em grão) Total";"-";"-"
"Tocantins";"2016";"Café (em grão) Arábica";"-";"-"
"Tocantins";"2016";"Café (em grão) Canephora";"-";"-"
"Tocantins";"2016";"Caju";"...";"..."
"Tocantins";"2016";"Cana-de-açúcar";"2974039";"169595"
"Tocantins";"2016";"Cana para forragem";"...";"..."
"Tocantins";"2016";"Caqui";"-";"-"
"Tocantins";"2016";"Castanha de caju";"7";"5"
"Tocantins";"2016";"Cebola";"-";"-"
"Tocantins";"2016";"Centeio (em grão)";"-";"-"
"Tocantins";"2016";"Cevada (em grão)";"-";"-"
"Tocantins";"2016";"Chá-da-índia (folha verde)";"-";"-"
"Tocantins";"2016";"Coco-da-baía*";"8865";"6889"
"Tocantins";"2016";"Dendê (cacho de coco)";"-";"-"
"Tocantins";"2016";"Erva-mate (folha verde)";"-";"-"
"Tocantins";"2016";"Ervilha (em grão)";"-";"-"
"Tocantins";"2016";"Fava (em grão)";"-";"-"
"Tocantins";"2016";"Feijão (em grão)";"18013";"37738"
"Tocantins";"2016";"Figo";"-";"-"
"Tocantins";"2016";"Fumo (em folha)";"-";"-"
"Tocantins";"2016";"Girassol (em grão)";"-";"-"
"Tocantins";"2016";"Goiaba";"-";"-"
"Tocantins";"2016";"Guaraná (semente)";"-";"-"
"Tocantins";"2016";"Juta (fibra)";"-";"-"
"Tocantins";"2016";"Laranja";"1791";"979"
"Tocantins";"2016";"Limão";"169";"96"
"Tocantins";"2016";"Linho (semente)";"-";"-"
"Tocantins";"2016";"Maçã";"-";"-"
"Tocantins";"2016";"Malva (fibra)";"-";"-"
"Tocantins";"2016";"Mamão";"374";"370"
"Tocantins";"2016";"Mamona (baga)";"-";"-"
"Tocantins";"2016";"Mandioca";"260582";"57389"
"Tocantins";"2016";"Manga";"440";"352"
"Tocantins";"2016";"Maracujá";"543";"505"
"Tocantins";"2016";"Marmelo";"-";"-"
"Tocantins";"2016";"Melancia";"164466";"115642"
"Tocantins";"2016";"Melão";"864";"2016"
"Tocantins";"2016";"Milho (em grão)";"531685";"323258"
"Tocantins";"2016";"Noz (fruto seco)";"-";"-"
"Tocantins";"2016";"Palmito";"-";"-"
"Tocantins";"2016";"Pera";"-";"-"
"Tocantins";"2016";"Pêssego";"-";"-"
"Tocantins";"2016";"Pimenta-do-reino";"-";"-"
"Tocantins";"2016";"Rami (fibra)";"-";"-"
"Tocantins";"2016";"Sisal ou agave (fibra)";"-";"-"
"Tocantins";"2016";"Soja (em grão)";"1922508";"1924493"
"Tocantins";"2016";"Sorgo (em grão)";"42526";"15667"
"Tocantins";"2016";"Tangerina";"24";"22"
"Tocantins";"2016";"Tomate";"-";"-"
"Tocantins";"2016";"Trigo (em grão)";"-";"-"
"Tocantins";"2016";"Triticale (em grão)";"-";"-"
"Tocantins";"2016";"Tungue (fruto seco)";"-";"-"
"Tocantins";"2016";"Urucum (semente)";"-";"-"
"Tocantins";"2016";"Uva";"-";"-"
"Tocantins";"2017";"Abacate";"-";"-"
"Tocantins";"2017";"Abacaxi*";"80091";"130329"
"Tocantins";"2017";"Açaí";"930";"9144"
"Tocantins";"2017";"Alfafa fenada";"...";"..."
"Tocantins";"2017";"Algodão arbóreo (em caroço)";"-";"-"
"Tocantins";"2017";"Algodão herbáceo (em caroço)";"12520";"18844"
"Tocantins";"2017";"Alho";"-";"-"
"Tocantins";"2017";"Amendoim (em casca)";"289";"186"
"Tocantins";"2017";"Arroz (em casca)";"694133";"475468"
"Tocantins";"2017";"Aveia (em grão)";"-";"-"
"Tocantins";"2017";"Azeitona";"-";"-"
"Tocantins";"2017";"Banana (cacho)";"26501";"33035"
"Tocantins";"2017";"Batata-doce";"-";"-"
"Tocantins";"2017";"Batata-inglesa";"43";"96"
"Tocantins";"2017";"Borracha (látex coagulado)";"1549";"4005"
"Tocantins";"2017";"Borracha (látex líquido)";"...";"..."
"Tocantins";"2017";"Cacau (em amêndoa)";"-";"-"
"Tocantins";"2017";"Café (em grão) Total";"-";"-"
"Tocantins";"2017";"Café (em grão) Arábica";"-";"-"
"Tocantins";"2017";"Café (em grão) Canephora";"-";"-"
"Tocantins";"2017";"Caju";"...";"..."
"Tocantins";"2017";"Cana-de-açúcar";"2935119";"165784"
"Tocantins";"2017";"Cana para forragem";"...";"..."
"Tocantins";"2017";"Caqui";"-";"-"
"Tocantins";"2017";"Castanha de caju";"7";"5"
"Tocantins";"2017";"Cebola";"-";"-"
"Tocantins";"2017";"Centeio (em grão)";"-";"-"
"Tocantins";"2017";"Cevada (em grão)";"-";"-"
"Tocantins";"2017";"Chá-da-índia (folha verde)";"-";"-"
"Tocantins";"2017";"Coco-da-baía*";"5303";"5033"
"Tocantins";"2017";"Dendê (cacho de coco)";"-";"-"
"Tocantins";"2017";"Erva-mate (folha verde)";"-";"-"
"Tocantins";"2017";"Ervilha (em grão)";"-";"-"
"Tocantins";"2017";"Fava (em grão)";"11";"77"
"Tocantins";"2017";"Feijão (em grão)";"15026";"28908"
"Tocantins";"2017";"Figo";"-";"-"
"Tocantins";"2017";"Fumo (em folha)";"-";"-"
"Tocantins";"2017";"Girassol (em grão)";"-";"-"
"Tocantins";"2017";"Goiaba";"-";"-"
"Tocantins";"2017";"Guaraná (semente)";"-";"-"
"Tocantins";"2017";"Juta (fibra)";"-";"-"
"Tocantins";"2017";"Laranja";"324";"222"
"Tocantins";"2017";"Limão";"99";"61"
"Tocantins";"2017";"Linho (semente)";"-";"-"
"Tocantins";"2017";"Maçã";"-";"-"
"Tocantins";"2017";"Malva (fibra)";"-";"-"
"Tocantins";"2017";"Mamão";"319";"317"
"Tocantins";"2017";"Mamona (baga)";"-";"-"
"Tocantins";"2017";"Mandioca";"229216";"78625"
"Tocantins";"2017";"Manga";"377";"228"
"Tocantins";"2017";"Maracujá";"255";"215"
"Tocantins";"2017";"Marmelo";"-";"-"
"Tocantins";"2017";"Melancia";"232907";"98874"
"Tocantins";"2017";"Melão";"630";"571"
"Tocantins";"2017";"Milho (em grão)";"841957";"375457"
"Tocantins";"2017";"Noz (fruto seco)";"-";"-"
"Tocantins";"2017";"Palmito";"-";"-"
"Tocantins";"2017";"Pera";"-";"-"
"Tocantins";"2017";"Pêssego";"-";"-"
"Tocantins";"2017";"Pimenta-do-reino";"-";"-"
"Tocantins";"2017";"Rami (fibra)";"-";"-"
"Tocantins";"2017";"Sisal ou agave (fibra)";"-";"-"
"Tocantins";"2017";"Soja (em grão)";"2410207";"2283976"
"Tocantins";"2017";"Sorgo (em grão)";"23248";"7034"
"Tocantins";"2017";"Tangerina";"76";"76"
"Tocantins";"2017";"Tomate";"-";"-"
"Tocantins";"2017";"Trigo (em grão)";"-";"-"
"Tocantins";"2017";"Triticale (em grão)";"-";"-"
"Tocantins";"2017";"Tungue (fruto seco)";"-";"-"
"Tocantins";"2017";"Urucum (semente)";"-";"-"
"Tocantins";"2017";"Uva";"1";"12"
"Tocantins";"2018";"Abacate";"-";"-"
"Tocantins";"2018";"Abacaxi*";"71030";"104115"
"Tocantins";"2018";"Açaí";"100";"243"
"Tocantins";"2018";"Alfafa fenada";"...";"..."
"Tocantins";"2018";"Algodão arbóreo (em caroço)";"-";"-"
"Tocantins";"2018";"Algodão herbáceo (em caroço)";"8000";"12400"
"Tocantins";"2018";"Alho";"-";"-"
"Tocantins";"2018";"Amendoim (em casca)";"1231";"1905"
"Tocantins";"2018";"Arroz (em casca)";"718000";"598217"
"Tocantins";"2018";"Aveia (em grão)";"-";"-"
"Tocantins";"2018";"Azeitona";"-";"-"
"Tocantins";"2018";"Banana (cacho)";"73452";"112728"
"Tocantins";"2018";"Batata-doce";"-";"-"
"Tocantins";"2018";"Batata-inglesa";"-";"-"
"Tocantins";"2018";"Borracha (látex coagulado)";"3035";"8670"
"Tocantins";"2018";"Borracha (látex líquido)";"...";"..."
"Tocantins";"2018";"Cacau (em amêndoa)";"-";"-"
"Tocantins";"2018";"Café (em grão) Total";"-";"-"
"Tocantins";"2018";"Café (em grão) Arábica";"-";"-"
"Tocantins";"2018";"Café (em grão) Canephora";"-";"-"
"Tocantins";"2018";"Caju";"...";"..."
"Tocantins";"2018";"Cana-de-açúcar";"3104359";"201959"
"Tocantins";"2018";"Cana para forragem";"...";"..."
"Tocantins";"2018";"Caqui";"-";"-"
"Tocantins";"2018";"Castanha de caju";"7";"35"
"Tocantins";"2018";"Cebola";"-";"-"
"Tocantins";"2018";"Centeio (em grão)";"-";"-"
"Tocantins";"2018";"Cevada (em grão)";"-";"-"
"Tocantins";"2018";"Chá-da-índia (folha verde)";"-";"-"
"Tocantins";"2018";"Coco-da-baía*";"5209";"4334"
"Tocantins";"2018";"Dendê (cacho de coco)";"-";"-"
